Date,Open,High,Low,Close,Adj Close,Volume
2021-09-14,144.16099548339844,144.7274932861328,142.90550231933594,143.406005859375,142.06044006347656,18916000
2021-09-15,143.75900268554688,145.5814971923828,142.25599670410156,145.20599365234375,143.8435821533203,20648000
2021-09-16,145.12100219726562,145.1999969482422,143.41635131835938,144.37350463867188,143.01885986328125,20292000
2021-09-17,143.79849243164062,144.24949645996094,141.06149291992188,141.4635009765625,140.13619995117188,60040000
2021-09-20,139.0001983642578,139.3625030517578,137.05299377441406,139.01699829101562,137.71263122558594,34918000
2021-09-21,140.11700439453125,140.8115997314453,138.90550231933594,139.64649963378906,138.33621215820312,18130000
2021-09-22,140.05050659179688,141.58349609375,139.4717559814453,140.93850708007812,139.61610412597656,22068000
2021-09-23,141.6094970703125,142.25245666503906,141.09649658203125,141.82650756835938,140.4957733154297,17272000
2021-09-24,140.9459991455078,142.90350341796875,140.85049438476562,142.63299560546875,141.29469299316406,14950000
2021-09-27,141.5854949951172,142.5,140.5,141.50100708007812,140.17332458496094,18844000
2021-09-28,139.0885009765625,139.60650634765625,135.6999969482422,136.1840057373047,134.90618896484375,42190000
2021-09-29,137.1096954345703,137.39849853515625,134.25,134.52099609375,133.25880432128906,26338000
2021-09-30,134.3249969482422,135.58999633789062,133.0,133.2655029296875,132.0150909423828,35294000
2021-10-01,133.55450439453125,137.0709991455078,133.37750244140625,136.46249389648438,135.18211364746094,28388000
2021-10-04,135.69949340820312,135.6999969482422,131.16650390625,133.76499938964844,132.5099334716797,31530000
2021-10-05,134.0,137.36199951171875,134.0,136.177001953125,134.89927673339844,24126000
2021-10-06,134.62550354003906,137.8520050048828,134.4864959716797,137.35400390625,136.0652313232422,19764000
2021-10-07,138.86300659179688,140.15444946289062,138.56300354003906,139.1855010986328,137.87954711914062,18250000
2021-10-08,139.906005859375,140.31700134277344,139.42935180664062,140.05599975585938,138.7418975830078,18924000
2021-10-11,139.8000030517578,140.76365661621094,138.80650329589844,138.84750366210938,137.5447235107422,16584000
2021-10-12,139.6374969482422,139.69500732421875,136.25,136.71299743652344,135.43023681640625,22536000
2021-10-13,137.75,138.5500030517578,136.97650146484375,137.89999389648438,136.60610961914062,16380000
2021-10-14,139.95199584960938,141.65150451660156,139.33900451660156,141.41200256347656,140.08517456054688,21426000
2021-10-15,142.1999969482422,142.1999969482422,141.0644989013672,141.6750030517578,140.34568786621094,21250000
2021-10-18,141.2135009765625,142.99874877929688,141.2135009765625,142.9604949951172,141.61912536621094,16564000
2021-10-19,143.29150390625,144.10699462890625,143.0959930419922,143.82200622558594,142.47254943847656,15316000
2021-10-20,144.22250366210938,144.2477569580078,141.91200256347656,142.4149932861328,141.07872009277344,17940000
2021-10-21,142.19200134277344,142.84950256347656,141.63699340820312,142.78050231933594,141.44082641601562,14850000
2021-10-22,140.3509979248047,141.55850219726562,137.17050170898438,138.625,137.32431030273438,30182000
2021-10-25,138.8105010986328,139.20579528808594,136.74850463867188,138.7729949951172,137.47093200683594,21082000
2021-10-26,140.6060028076172,140.83949279785156,139.0054931640625,139.6719970703125,138.3614959716797,28258000
2021-10-27,139.90249633789062,149.1179962158203,139.90249633789062,146.42750549316406,145.0535888671875,51850000
2021-10-28,147.2989959716797,147.42449951171875,144.7635040283203,146.12899780273438,144.7578887939453,32418000
2021-10-29,145.52000427246094,148.61300659179688,145.16650390625,148.27049255371094,146.8793182373047,28954000
2021-11-01,148.1649932861328,148.39950561523438,143.57949829101562,143.7740020751953,142.42503356933594,32272000
2021-11-02,144.8094024658203,146.92050170898438,144.64100646972656,145.86300659179688,144.49440002441406,21150000
2021-11-03,146.27499389648438,146.91050720214844,145.05349731445312,146.7899932861328,145.41270446777344,17886000
2021-11-04,147.1999969482422,149.9499969482422,146.63499450683594,148.68299865722656,147.2879180908203,24700000
2021-11-05,149.35350036621094,150.5707550048828,148.65199279785156,149.24099731445312,147.84071350097656,20408000
2021-11-08,150.0,151.0345001220703,149.1199951171875,149.35150146484375,147.95018005371094,18388000
2021-11-09,149.74600219726562,150.3784942626953,147.5070037841797,149.24850463867188,147.84814453125,16876000
2021-11-10,148.00975036621094,148.6999969482422,145.3249969482422,146.62600708007812,145.25025939941406,22708000
2021-11-11,147.10699462890625,148.5022430419922,146.6945037841797,146.7480010986328,145.37107849121094,12464000
2021-11-12,147.8314971923828,149.8594970703125,146.45399475097656,149.64549255371094,148.24139404296875,17048000
2021-11-15,150.0,150.4770050048828,148.65249633789062,149.38800048828125,147.98631286621094,16248000
2021-11-16,149.17050170898438,149.83250427246094,148.35000610351562,149.0760040283203,147.67726135253906,17254000
2021-11-17,149.22900390625,149.62600708007812,148.56300354003906,149.06199645996094,147.6633758544922,15290000
2021-11-18,149.14599609375,151.61000061035156,148.99850463867188,150.70899963378906,149.294921875,26658000
2021-11-19,151.0,151.85000610351562,149.8874969482422,149.95249938964844,148.54551696777344,19766000
2021-11-22,150.14175415039062,150.7445068359375,147.0054931640625,147.07850646972656,145.698486328125,24608000
2021-11-23,147.11300659179688,147.69400024414062,144.88949584960938,146.7570037841797,145.38002014160156,18126000
2021-11-24,146.35000610351562,147.0,145.19900512695312,146.71749877929688,145.3408966064453,16464000
2021-11-26,145.0155029296875,145.2969970703125,142.48550415039062,142.80599975585938,141.46607971191406,16992000
2021-11-29,144.29849243164062,146.86199951171875,144.29849243164062,146.11399841308594,144.7430419921875,26276000
2021-11-30,145.45025634765625,146.6284942626953,142.0659942626953,142.45199584960938,141.11538696289062,41590000
2021-12-01,144.21249389648438,146.4991455078125,141.5,141.6179962158203,140.2892303466797,28476000
2021-12-02,141.82400512695312,144.6750030517578,140.98199462890625,143.77650451660156,142.42747497558594,21250000
2021-12-03,144.49549865722656,145.21299743652344,141.14999389648438,142.52049255371094,141.1832275390625,26688000
2021-12-06,143.57400512695312,144.35150146484375,140.64700317382812,143.79649353027344,142.44729614257812,22198000
2021-12-07,145.9499969482422,148.3000030517578,145.70249938964844,148.0364990234375,146.64749145507812,23258000
2021-12-08,148.3314971923828,149.156494140625,147.1999969482422,148.7205047607422,147.3250732421875,18964000
2021-12-09,148.17599487304688,149.60499572753906,147.5290069580078,148.1060028076172,146.7163543701172,18580000
2021-12-10,149.10000610351562,149.39999389648438,147.3574981689453,148.6750030517578,147.280029296875,21634000
2021-12-13,148.44400024414062,148.5625,146.36000061035156,146.70449829101562,145.32801818847656,24104000
2021-12-14,144.77000427246094,145.44200134277344,142.24249267578125,144.9705047607422,143.6102752685547,24778000
2021-12-15,144.36599731445312,147.51724243164062,142.70550537109375,147.36849975585938,145.98577880859375,27280000
2021-12-16,148.07699584960938,148.55149841308594,144.09249877929688,144.8385009765625,143.47955322265625,27400000
2021-12-17,142.71449279785156,144.46009826660156,141.78799438476562,142.80299377441406,141.46310424804688,43404000
2021-12-20,140.67959594726562,142.61050415039062,140.25,142.40150451660156,141.06536865234375,20264000
2021-12-21,143.14999389648438,144.69204711914062,141.73500061035156,144.2205047607422,142.86734008789062,19548000
2021-12-22,144.10000610351562,147.30299377441406,143.96299743652344,146.94900512695312,145.57020568847656,18438000
2021-12-23,147.08949279785156,148.57260131835938,146.9508514404297,147.1425018310547,145.76187133789062,13818000
2021-12-27,147.4635009765625,148.42649841308594,147.25,148.06399536132812,146.6747283935547,13256000
2021-12-28,148.37449645996094,148.37449645996094,145.9355010986328,146.447998046875,145.07391357421875,18624000
2021-12-29,146.42950439453125,147.18374633789062,145.50450134277344,146.50450134277344,145.12989807128906,17022000
2021-12-30,146.4499969482422,147.0625,145.7584991455078,146.00250244140625,144.63259887695312,12978000
2021-12-31,145.54400634765625,146.36500549316406,144.67750549316406,144.67950439453125,143.322021484375,17298000
2022-01-03,144.47549438476562,145.5500030517578,143.50250244140625,145.07449340820312,143.71328735351562,25214000
2022-01-04,145.55050659179688,146.61000061035156,143.81614685058594,144.41650390625,143.06146240234375,22928000
2022-01-05,144.18099975585938,144.29800415039062,137.52349853515625,137.65350341796875,136.36195373535156,49642000
2022-01-06,137.49749755859375,139.68600463867188,136.7635040283203,137.55099487304688,136.2603759765625,29050000
2022-01-07,137.90499877929688,138.25474548339844,135.78900146484375,137.00450134277344,135.71900939941406,19408000
2022-01-10,135.0989990234375,138.63999938964844,133.1405029296875,138.57400512695312,137.2738037109375,34096000
2022-01-11,138.1804962158203,140.32949829101562,136.81350708007812,140.0175018310547,138.7037353515625,23502000
2022-01-12,141.55450439453125,142.8142547607422,141.11199951171875,141.6479949951172,140.31893920898438,23642000
2022-01-13,141.8404998779297,143.1855010986328,138.91400146484375,139.13099670410156,137.8255615234375,26566000
2022-01-14,137.5,141.20050048828125,137.5,139.7864990234375,138.47491455078125,23826000
2022-01-18,136.60000610351562,137.39149475097656,135.61700439453125,136.29049682617188,135.01170349121094,27382000
2022-01-19,136.93850708007812,138.39950561523438,135.5,135.65199279785156,134.37921142578125,20796000
2022-01-20,136.51400756835938,137.91200256347656,133.14450073242188,133.50650024414062,132.25387573242188,21930000
2022-01-21,133.01199340820312,134.760498046875,130.00100708007812,130.0919952392578,128.87136840820312,41920000
2022-01-24,126.02749633789062,130.77850341796875,124.64195251464844,130.3719940185547,129.1487579345703,55148000
2022-01-25,128.4355010986328,129.3385009765625,126.37799835205078,126.7354965209961,125.54635620117188,36008000
2022-01-26,130.59249877929688,132.8074951171875,127.15350341796875,129.24000549316406,128.02735900878906,39630000
2022-01-27,131.36099243164062,132.60995483398438,128.94500732421875,129.12100219726562,127.90948486328125,30248000
2022-01-28,130.0,133.37049865722656,128.6945037841797,133.2895050048828,132.03887939453125,30518000
2022-01-31,134.197998046875,135.843505859375,132.2740020751953,135.69850158691406,134.42527770996094,34056000
2022-02-01,137.8350067138672,138.1999969482422,134.56825256347656,137.8784942626953,136.58480834960938,51204000
2022-02-02,151.86349487304688,152.10000610351562,145.5574951171875,148.0364990234375,146.64749145507812,89750000
2022-02-03,145.2949981689453,149.11770629882812,142.2050018310547,142.65049743652344,141.31204223632812,56930000
2022-02-04,143.01699829101562,144.53524780273438,139.8175048828125,143.01600646972656,141.6741180419922,49224000
2022-02-07,143.70899963378906,143.84649658203125,138.69900512695312,138.93800354003906,137.63438415527344,44610000
2022-02-08,138.9912567138672,139.83709716796875,136.8730010986328,139.21299743652344,137.90676879882812,34256000
2022-02-09,140.84974670410156,142.17550659179688,140.3769989013672,141.4530029296875,140.12574768066406,28628000
2022-02-10,139.5,141.43099975585938,138.0500030517578,138.6024932861328,137.30198669433594,33018000
2022-02-11,138.75,139.2832489013672,133.2884979248047,134.1300048828125,132.87144470214844,38808000
2022-02-14,133.36549377441406,136.16650390625,133.302001953125,135.3000030517578,134.03053283691406,26792000
2022-02-15,137.47149658203125,137.89999389648438,135.5395050048828,136.42550659179688,135.14547729492188,26578000
2022-02-16,136.4304962158203,137.9459991455078,134.8236541748047,137.4875030517578,136.19749450683594,25610000
2022-02-17,136.14999389648438,136.83949279785156,132.20199584960938,132.30850219726562,131.06707763671875,30968000
2022-02-18,133.03750610351562,133.82400512695312,130.3070526123047,130.46749877929688,129.2433319091797,31858000
2022-02-22,129.98500061035156,131.9007568359375,127.74099731445312,129.40249633789062,128.18833923339844,38906000
2022-02-23,131.07850646972656,131.74899291992188,127.50350189208984,127.58499908447266,126.38790893554688,26432000
2022-02-24,125.0,133.03700256347656,124.7645034790039,132.67349243164062,131.42861938476562,43166000
2022-02-25,133.52549743652344,135.38900756835938,131.76499938964844,134.51950073242188,133.25735473632812,26236000
2022-02-28,133.2845001220703,135.6405029296875,132.82525634765625,134.89100646972656,133.6253662109375,29676000
2022-03-01,134.47999572753906,136.11099243164062,133.3784942626953,134.16799926757812,132.90914916992188,24640000
2022-03-02,134.60824584960938,135.61549377441406,133.4324951171875,134.75149536132812,133.48715209960938,23966000
2022-03-03,135.97850036621094,136.71380615234375,133.43099975585938,134.30799865722656,133.0478057861328,19780000
2022-03-04,133.38250732421875,134.19900512695312,130.4084930419922,132.1219940185547,130.88235473632812,24446000
2022-03-07,131.9040069580078,131.9040069580078,126.41000366210938,126.4645004272461,125.27791595458984,39178000
2022-03-08,126.25050354003906,131.2465057373047,125.86074829101562,127.27850341796875,126.08428192138672,35250000
2022-03-09,131.39999389648438,134.19850158691406,130.08799743652344,133.86599731445312,132.60997009277344,32258000
2022-03-10,131.46249389648438,133.5384979248047,131.4010009765625,132.6820068359375,131.43710327148438,24266000
2022-03-11,133.99949645996094,134.1999969482422,130.29649353027344,130.47549438476562,129.2512969970703,26600000
2022-03-14,130.572998046875,131.0260009765625,126.41300201416016,126.74099731445312,125.55181884765625,30254000
2022-03-15,127.74150085449219,130.51724243164062,126.56800079345703,129.66050720214844,128.44390869140625,30292000
2022-03-16,131.0,133.77099609375,129.2010040283203,133.6905059814453,132.4361114501953,32058000
2022-03-17,133.3209991455078,134.739501953125,132.718994140625,134.60049438476562,133.3375701904297,23994000
2022-03-18,133.88400268554688,136.9134979248047,132.9320068359375,136.80149841308594,135.51792907714844,45900000
2022-03-21,136.84750366210938,137.58250427246094,134.6114959716797,136.47850036621094,135.1979522705078,26632000
2022-03-22,136.5,141.5,136.5,140.27749633789062,138.96127319335938,29776000
2022-03-23,139.1385040283203,140.02499389648438,138.16650390625,138.5034942626953,137.20396423339844,25302000
2022-03-24,139.2725067138672,141.39649963378906,138.03939819335938,141.31199645996094,139.98609924316406,20544000
2022-03-25,141.75399780273438,141.95950317382812,139.69949340820312,141.52149963378906,140.193603515625,19270000
2022-03-28,140.6844940185547,141.97650146484375,139.82815551757812,141.9499969482422,140.6181182861328,23774000
2022-03-29,143.16050720214844,144.16250610351562,142.48399353027344,143.25,141.90591430664062,28678000
2022-03-30,142.8699951171875,143.48049926757812,142.16799926757812,142.64450073242188,141.3060760498047,21046000
2022-03-31,142.44850158691406,142.64450073242188,139.61900329589844,139.64950561523438,138.33921813964844,29516000
2022-04-01,140.00999450683594,140.9499969482422,138.7969970703125,140.6999969482422,139.3798370361328,23480000
2022-04-04,140.82449340820312,144.0437469482422,140.82449340820312,143.6425018310547,142.29473876953125,19076000
2022-04-05,143.39950561523438,143.58999633789062,140.94349670410156,141.06300354003906,139.7394256591797,19256000
2022-04-06,139.1614990234375,139.84849548339844,136.41810607910156,137.17599487304688,135.88888549804688,23574000
2022-04-07,136.6179962158203,137.70150756835938,134.8572540283203,136.46499633789062,135.1845703125,19448000
2022-04-08,136.25,136.25,133.75250244140625,134.010498046875,132.75308227539062,16434000
2022-04-11,132.89999389648438,132.93919372558594,129.61749267578125,129.79649353027344,128.57862854003906,24188000
2022-04-12,132.42349243164062,132.42349243164062,127.57599639892578,128.37449645996094,127.16998291015625,23004000
2022-04-13,128.62649536132812,130.65574645996094,128.4385986328125,130.28599548339844,129.06356811523438,19542000
2022-04-14,130.64950561523438,130.7102508544922,127.11150360107422,127.25299835205078,126.05901336669922,23484000
2022-04-18,127.41000366210938,128.71200561523438,126.57845306396484,127.96099853515625,126.7603759765625,14918000
2022-04-19,128.07699584960938,130.90374755859375,127.45149993896484,130.531005859375,129.30625915527344,22720000
2022-04-20,131.28399658203125,131.92349243164062,127.89405059814453,128.24549865722656,127.04219818115234,22610000
2022-04-21,129.35000610351562,130.3074951171875,124.6500015258789,124.9375,123.76524353027344,30158000
2022-04-22,125.0,125.4520034790039,119.1405029296875,119.61399841308594,118.49168395996094,46410000
2022-04-25,119.42949676513672,123.27799987792969,118.76924896240234,123.25,122.09357452392578,34522000
2022-04-26,122.75,122.75,119.16184997558594,119.50599670410156,118.38468170166016,49394000
2022-04-27,114.37300109863281,117.5,113.12425231933594,115.02050018310547,113.9412841796875,62238000
2022-04-28,117.11499786376953,120.4384994506836,115.1438980102539,119.4114990234375,118.29109191894531,36790000
2022-04-29,117.5780029296875,118.95999908447266,114.69400024414062,114.96649932861328,113.8877944946289,33694000
2022-05-02,113.90650177001953,117.3395004272461,113.39949798583984,117.15699768066406,116.05773162841797,30280000
2022-05-03,116.76499938964844,119.30000305175781,116.62699890136719,118.12950134277344,117.0211181640625,21216000
2022-05-04,118.00350189208984,123.14299774169922,115.7385025024414,122.57499694824219,121.4249038696289,33232000
2022-05-05,120.22049713134766,121.2332534790039,115.18250274658203,116.74649810791016,115.6511001586914,43090000
2022-05-06,115.51899719238281,117.49849700927734,114.14299774169922,115.66000366210938,114.57479858398438,35310000
2022-05-09,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,112.02294158935547,34520000
2022-05-10,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,113.5093765258789,31158000
2022-05-11,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515625,112.89173126220703,36502000
2022-05-12,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279297,112.09923553466797,41464000
2022-05-13,114.84549713134766,118.08499908447266,114.0,116.5155029296875,115.42225646972656,29738000
2022-05-16,115.38400268554688,116.60749816894531,114.33499908447266,114.7925033569336,113.7154312133789,23282000
2022-05-17,117.22750091552734,117.22750091552734,115.3375015258789,116.70149993896484,115.60652160644531,21576000
2022-05-18,115.23750305175781,115.69564819335938,112.14199829101562,112.4010009765625,111.34635925292969,27982000
2022-05-19,111.84100341796875,113.5875015258789,110.46800231933594,110.74549865722656,109.7063980102539,29192000
2022-05-20,112.08550262451172,112.55000305175781,106.37300109863281,109.31300354003906,108.28733825683594,37586000
2022-05-23,110.10399627685547,112.00550079345703,109.15425109863281,111.66649627685547,110.6187515258789,31558000
2022-05-24,106.37750244140625,106.3949966430664,102.20800018310547,105.9260025024414,104.93212890625,60386000
2022-05-25,105.14199829101562,106.5447006225586,104.21125030517578,105.8395004272461,104.84642791748047,37900000
2022-05-26,106.05049896240234,108.95525360107422,105.48799896240234,108.2959976196289,107.2798843383789,30288000
2022-05-27,109.78849792480469,112.86799621582031,109.55000305175781,112.79900360107422,111.74064636230469,29924000
2022-05-31,113.0790023803711,116.43350219726562,112.57250213623047,114.03900146484375,112.96900177001953,51302000
2022-06-01,114.93150329589844,117.39900207519531,113.55049896240234,114.13700103759766,113.0660629272461,28630000
2022-06-02,114.18800354003906,117.89800262451172,113.30799865722656,117.74600219726562,116.64122009277344,27472000
2022-06-03,115.99250030517578,116.364501953125,113.66799926757812,114.56400299072266,113.48908996582031,25052000
2022-06-06,116.74250030517578,119.39849853515625,116.5282974243164,117.010498046875,115.91261291503906,23786000
2022-06-07,115.64800262451172,117.74864959716797,115.12550354003906,117.22949981689453,116.12956237792969,26414000
2022-06-08,116.87650299072266,118.64600372314453,116.69674682617188,117.23799896240234,116.13798522949219,22544000
2022-06-09,116.34149932861328,118.3499984741211,114.86699676513672,114.91799926757812,113.83975219726562,23142000
2022-06-10,112.78125,113.49700164794922,110.86100006103516,111.42749786376953,110.38200378417969,31324000
2022-06-13,107.44599914550781,109.21849822998047,106.58805084228516,106.87650299072266,105.87371063232422,36756000
2022-06-14,106.88999938964844,108.4574966430664,106.35199737548828,107.19400024414062,106.18822479248047,25480000
2022-06-15,108.89949798583984,112.06300354003906,108.1187515258789,110.3905029296875,109.354736328125,33192000
2022-06-16,108.14949798583984,109.29049682617188,105.7925033569336,106.63600158691406,105.63545989990234,35314000
2022-06-17,106.53500366210938,109.24949645996094,105.62854766845703,107.8655014038086,106.85342407226562,43516000
